drug1,drug2,similarity
DB01586,DB01050,0.347
DB00440,DB01050,0.3
DB00619,DB01050,0.249
DB00715,DB01050,0.258
DB01059,DB01050,0.191
DB00264,DB01050,0.341
DB00333,DB01050,0.269
DB01043,DB01050,0.203
DB00458,DB01050,0.209
DB01095,DB01050,0.153
DB00813,DB01050,0.447
DB00927,DB01050,0.3
DB00320,DB01050,0.26
DB00390,DB01050,0.234
DB00861,DB01050,0.782
DB01151,DB01050,0.153
DB00921,DB01050,0.236
DB00321,DB01050,0.533
DB01118,DB01050,0.154
DB00819,DB01050,0.209
DB00382,DB01050,0.227
DB04557,DB01050,0.778
DB00285,DB01050,0.274
DB01104,DB01050,0.218
DB03783,DB01050,0.389
DB00334,DB01050,0.171
DB00696,DB01050,0.352
DB01184,DB01050,0.151
DB00514,DB01050,0.316
DB01242,DB01050,0.154
DB00215,DB01050,0.271
DB01175,DB01050,0.271
DB00490,DB01050,0.263
DB00669,DB01050,0.456
DB00968,DB01050,0.151
DB00656,DB01050,0.209
DB00500,DB01050,0.836
DB01097,DB01050,0.218
DB01167,DB01050,0.151
DB00977,DB01050,0.271
DB01142,DB01050,0.156
DB00342,DB01050,0.302
DB00455,DB01050,0.273
DB00349,DB01050,0.15
DB00759,DB00281,0.23
DB00831,DB00281,0.154
DB01165,DB00281,0.23
DB00199,DB00281,0.217
DB00537,DB00281,0.217
DB01212,DB00281,0.195
DB01327,DB00281,0.31
DB00564,DB00281,0.703
DB00316,DB00281,0.596
DB00254,DB00281,0.255
DB00554,DB00281,0.192
DB00594,DB00281,0.517
DB00541,DB00281,0.413
DB00523,DB00281,0.266
DB00755,DB00281,0.266
DB00373,DB00281,0.299
DB00624,DB00281,0.38
DB00428,DB00281,0.153
DB00203,DB00281,0.174
DB00533,DB00281,0.161
DB00740,DB00281,0.178
DB00206,DB00281,0.186
DB00863,DB00281,0.449
DB00571,DB00281,0.824
DB03322,DB00281,0.824
DB01069,DB00281,0.33
DB00396,DB00281,0.182
DB00635,DB00281,0.267
DB00860,DB00281,0.415
DB00457,DB00281,0.23
DB00812,DB00281,0.151
DB01174,DB00281,0.46
DB01229,DB00281,0.244
DB01092,DB00281,0.426
DB01054,DB00281,0.189
DB01183,DB00281,0.512
DB00295,DB00281,0.84
DB00683,DB00281,0.822
DB00959,DB00281,0.521
DB00563,DB00281,0.162
DB00814,DB00281,0.343
DB00555,DB00281,0.695
DB01009,DB00281,0.424
DB01026,DB00281,0.179
DB01221,DB00281,0.838
DB00328,DB00281,0.343
DB01050,DB00281,0.562
DB00741,DB00281,0.425
DB00502,DB00281,0.307
DB01016,DB00281,0.287
DB00695,DB00281,0.33
DB00712,DB00281,0.208
DB00472,DB00281,0.355
DB00544,DB00281,0.21
DB00313,DB00281,0.4
DB01075,DB00281,0.69
DB00343,DB00281,0.588
DB00255,DB00281,0.195
DB00586,DB00281,0.632
DB00829,DB00281,0.71
DB00182,DB00281,0.394
DB00443,DB00281,0.294
DB01234,DB00281,0.294
DB00115,DB00281,0.15
DB01394,DB00281,0.51
DB00907,DB00281,0.862
DB00758,DB00281,0.3
DB00575,DB00281,0.723
DB00501,DB00281,0.345
DB00477,DB00281,0.446
DB01114,DB00281,0.257
DB00608,DB00281,0.35
DB00482,DB00281,0.209
DB00661,DB00281,0.698
DB00201,DB00281,0.704
DB00945,DB00281,0.566
DB01435,DB00281,0.589
DB00277,DB00281,0.529
DB00437,DB00281,0.15
DB00252,DB00281,0.874
DB00445,DB00281,0.255
DB00997,DB00281,0.255
DB00788,DB00281,0.299
DB00468,DB00281,0.945
DB00908,DB00281,0.945
DB00368,DB00281,0.624
DB00184,DB00281,0.398
DB01065,DB00281,0.175
DB00451,DB00281,0.154
DB00668,DB00281,0.879
DB01235,DB00281,0.155
DB00988,DB00281,0.519
DB00783,DB00281,0.172
DB00936,DB00281,0.272
DB00122,DB00281,0.292
DB01103,DB00281,0.152
DB00640,DB00281,0.432
DB03128,DB00281,0.636
DB00917,DB00281,0.22
DB01045,DB00281,0.151
DB00570,DB00281,0.394
DB00715,DB00281,0.235
DB00264,DB00281,0.388
DB00333,DB00281,0.416
DB01043,DB00281,0.194
DB00458,DB00281,0.34
DB00813,DB00281,0.972
DB00927,DB00281,0.188
DB00320,DB00281,0.33
DB00390,DB00281,0.54
DB01151,DB00281,0.431
DB00694,DB00281,0.348
DB00921,DB00281,0.555
DB01244,DB00281,0.292
DB00321,DB00281,0.645
DB01118,DB00281,0.873
DB00819,DB00281,0.588
DB04557,DB00281,0.273
DB00802,DB00281,0.768
DB00285,DB00281,0.29
DB01104,DB00281,0.274
DB01182,DB00281,0.728
DB01035,DB00281,0.958
DB03783,DB00281,0.264
DB01400,DB00281,0.577
DB00696,DB00281,0.272
DB00514,DB00281,0.393
DB01242,DB00281,0.209
DB00215,DB00281,0.236
DB01175,DB00281,0.236
DB00669,DB00281,0.297
DB01337,DB00281,0.473
DB00280,DB00281,0.849
DB01193,DB00281,0.155
DB01142,DB00281,0.209
DB00342,DB00281,0.156
DB00332,DB00281,0.218
DB01580,DB00281,0.174
DB00759,DB00328,0.416
DB00831,DB00328,0.3
DB00199,DB00328,0.15
DB00537,DB00328,0.151
DB00564,DB00328,0.281
DB00316,DB00328,0.574
DB00254,DB00328,0.292
DB00554,DB00328,0.818
DB00795,DB00328,0.449
DB01645,DB00328,0.355
DB04216,DB00328,0.358
DB00559,DB00328,0.265
DB00412,DB00328,0.38
DB00641,DB00328,0.2
DB01393,DB00328,0.156
DB00594,DB00328,0.598
DB00541,DB00328,0.2
DB00549,DB00328,0.157
DB00197,DB00328,0.352
DB00523,DB00328,0.591
DB00755,DB00328,0.591
DB01124,DB00328,0.172
DB00373,DB00328,0.342
DB00624,DB00328,0.371
DB00675,DB00328,0.314
DB00605,DB00328,0.908
DB01138,DB00328,0.611
DB00428,DB00328,0.355
DB00421,DB00328,0.296
DB00203,DB00328,0.195
DB00533,DB00328,0.769
DB00206,DB00328,0.342
DB00877,DB00328,0.205
DB00863,DB00328,0.501
DB00571,DB00328,0.8
DB03322,DB00328,0.8
DB01069,DB00328,0.271
DB00396,DB00328,0.589
DB01032,DB00328,0.813
DB00635,DB00328,0.402
DB00860,DB00328,0.545
DB00457,DB00328,0.532
DB01132,DB00328,0.31
DB00812,DB00328,0.772
DB01174,DB00328,0.339
DB01229,DB00328,0.152
DB01092,DB00328,0.513
DB01054,DB00328,0.312
DB01183,DB00328,0.461
DB00295,DB00328,0.545
DB00471,DB00328,0.188
DB00834,DB00328,0.312
DB00683,DB00328,0.154
DB01110,DB00328,0.232
DB01011,DB00328,0.3
DB00959,DB00328,0.572
DB00563,DB00328,0.557
DB00814,DB00328,0.746
DB00678,DB00328,0.49
DB00836,DB00328,0.152
DB01009,DB00328,0.822
DB01026,DB00328,0.363
DB01221,DB00328,0.298
DB00281,DB00328,0.343
DB01050,DB00328,0.964
DB00741,DB00328,0.488
DB00502,DB00328,0.218
DB01016,DB00328,0.761
DB01241,DB00328,0.155
DB00695,DB00328,0.762
DB00158,DB00328,0.275
DB00712,DB00328,0.916
DB00472,DB00328,0.194
DB00544,DB00328,0.268
DB00773,DB00328,0.378
DB00749,DB00328,0.714
DB00903,DB00328,0.274
DB00584,DB00328,0.444
DB00313,DB00328,0.276
DB01075,DB00328,0.505
DB00343,DB00328,0.486
DB00255,DB00328,0.521
DB00586,DB00328,0.902
DB00829,DB00328,0.354
DB00443,DB00328,0.309
DB01234,DB00328,0.309
DB00470,DB00328,0.308
DB00115,DB00328,0.228
DB01394,DB00328,0.691
DB00907,DB00328,0.17
DB00257,DB00328,0.354
DB00758,DB00328,0.17
DB00575,DB00328,0.34
DB00501,DB00328,0.714
DB00477,DB00328,0.3
DB01114,DB00328,0.439
DB00608,DB00328,0.37
DB00439,DB00328,0.286
DB00482,DB00328,0.838
DB00661,DB00328,0.664
DB00201,DB00328,0.384
DB00945,DB00328,0.967
DB01435,DB00328,0.356
DB00277,DB00328,0.574
DB00437,DB00328,0.701
DB00252,DB00328,0.23
DB00445,DB00328,0.453
DB00997,DB00328,0.453
DB00788,DB00328,0.947
DB00468,DB00328,0.217
DB00908,DB00328,0.217
DB00368,DB00328,0.773
DB00184,DB00328,0.274
DB00627,DB00328,0.23
DB01065,DB00328,0.316
DB00134,DB00328,0.319
DB00451,DB00328,0.291
DB00668,DB00328,0.614
DB00988,DB00328,0.399
DB00783,DB00328,0.537
DB00936,DB00328,0.734
DB00122,DB00328,0.319
DB01103,DB00328,0.726
DB00640,DB00328,0.547
DB03128,DB00328,0.801
DB00917,DB00328,0.955
DB01045,DB00328,0.15
DB00570,DB00328,0.303
DB00495,DB00328,0.167
DB00619,DB00328,0.229
DB01037,DB00328,0.175
DB00264,DB00328,0.205
DB00458,DB00328,0.23
DB00813,DB00328,0.454
DB00927,DB00328,0.329
DB00320,DB00328,0.153
DB00390,DB00328,0.218
DB00861,DB00328,0.614
DB01151,DB00328,0.208
DB00694,DB00328,0.291
DB00921,DB00328,0.167
DB00887,DB00328,0.46
DB00321,DB00328,0.272
DB00819,DB00328,0.299
DB00382,DB00328,0.224
DB04557,DB00328,0.933
DB03783,DB00328,0.416
DB00696,DB00328,0.26
DB01184,DB00328,0.164
DB00514,DB00328,0.166
DB00669,DB00328,0.33
DB00178,DB00328,0.155
DB00500,DB00328,0.685
DB01097,DB00328,0.154
DB00342,DB00328,0.15
DB01115,DB00328,0.464
DB00882,DB00328,0.161
DB00759,DB00295,0.185
DB00199,DB00295,0.154
DB01212,DB00295,0.295
DB01327,DB00295,0.209
DB00564,DB00295,0.479
DB00316,DB00295,0.827
DB00446,DB00295,0.216
DB00554,DB00295,0.272
DB00641,DB00295,0.2
DB00541,DB00295,0.361
DB00523,DB00295,0.357
DB00755,DB00295,0.357
DB00624,DB00295,0.448
DB00428,DB00295,0.357
DB00203,DB00295,0.215
DB00533,DB00295,0.327
DB00740,DB00295,0.169
DB00206,DB00295,0.53
DB00877,DB00295,0.192
DB00863,DB00295,0.459
DB00571,DB00295,0.625
DB03322,DB00295,0.625
DB01069,DB00295,0.457
DB00396,DB00295,0.368
DB01032,DB00295,0.179
DB00635,DB00295,0.177
DB00860,DB00295,0.307
DB00457,DB00295,0.451
DB00812,DB00295,0.209
DB01174,DB00295,0.636
DB01229,DB00295,0.32
DB01092,DB00295,0.236
DB01183,DB00295,0.991
DB00834,DB00295,0.291
DB00683,DB00295,0.842
DB01011,DB00295,0.241
DB00959,DB00295,0.31
DB00563,DB00295,0.355
DB00814,DB00295,0.3
DB00678,DB00295,0.16
DB00836,DB00295,0.525
DB00555,DB00295,0.284
DB01009,DB00295,0.505
DB01026,DB00295,0.157
DB01221,DB00295,0.774
DB00328,DB00295,0.545
DB00281,DB00295,0.84
DB01050,DB00295,0.626
DB00741,DB00295,0.581
DB00502,DB00295,0.775
DB01016,DB00295,0.399
DB00695,DB00295,0.432
DB00158,DB00295,0.153
DB00712,DB00295,0.318
DB00472,DB00295,0.72
DB00544,DB00295,0.167
DB00773,DB00295,0.243
DB00584,DB00295,0.222
DB00313,DB00295,0.431
DB01075,DB00295,0.643
DB00343,DB00295,0.284
DB00255,DB00295,0.466
DB00586,DB00295,0.66
DB00829,DB00295,0.872
DB00182,DB00295,0.946
DB00470,DB00295,0.807
DB01394,DB00295,0.196
DB00907,DB00295,0.989
DB00363,DB00295,0.295
DB00758,DB00295,0.267
DB00575,DB00295,0.899
DB00501,DB00295,0.517
DB00477,DB00295,0.651
DB01114,DB00295,0.296
DB00608,DB00295,0.224
DB00439,DB00295,0.154
DB00482,DB00295,0.434
DB00661,DB00295,0.384
DB00201,DB00295,0.709
DB00945,DB00295,0.665
DB01435,DB00295,0.241
DB00277,DB00295,0.386
DB00252,DB00295,0.388
DB00445,DB00295,0.268
DB00997,DB00295,0.268
DB00788,DB00295,0.47
DB00468,DB00295,0.473
DB00908,DB00295,0.473
DB00368,DB00295,0.897
DB00184,DB00295,0.88
DB01065,DB00295,0.356
DB00134,DB00295,0.36
DB00451,DB00295,0.176
DB00668,DB00295,0.769
DB01235,DB00295,0.524
DB00655,DB00295,0.267
DB00988,DB00295,0.952
DB00783,DB00295,0.395
DB00936,DB00295,0.348
DB00122,DB00295,0.325
DB00640,DB00295,0.571
DB03128,DB00295,0.677
DB00917,DB00295,0.344
DB01045,DB00295,0.156
DB00570,DB00295,0.247
DB00914,DB00295,0.18
DB00495,DB00295,0.479
DB01037,DB00295,0.214
DB00811,DB00295,0.246
DB00715,DB00295,0.575
DB00264,DB00295,0.434
DB00333,DB00295,0.976
DB00371,DB00295,0.23
DB01043,DB00295,0.394
DB00458,DB00295,0.579
DB00623,DB00295,0.157
DB00813,DB00295,0.975
DB00320,DB00295,0.168
DB00390,DB00295,0.446
DB01151,DB00295,0.601
DB00921,DB00295,0.958
DB00321,DB00295,0.803
DB01118,DB00295,0.208
DB00915,DB00295,0.208
DB01577,DB00295,0.274
DB04557,DB00295,0.316
DB00802,DB00295,0.857
DB00285,DB00295,0.419
DB01104,DB00295,0.538
DB00734,DB00295,0.483
DB01182,DB00295,0.263
DB01035,DB00295,0.285
DB03783,DB00295,0.37
DB00334,DB00295,0.373
DB01595,DB00295,0.234
DB01400,DB00295,0.694
DB00704,DB00295,0.947
DB00690,DB00295,0.173
DB00696,DB00295,0.232
DB01184,DB00295,0.357
DB00514,DB00295,0.785
DB01242,DB00295,0.41
DB00215,DB00295,0.317
DB01175,DB00295,0.317
DB00490,DB00295,0.452
DB00669,DB00295,0.23
DB01224,DB00295,0.171
DB01337,DB00295,0.529
DB00968,DB00295,0.272
DB01200,DB00295,0.453
DB00656,DB00295,0.215
DB01142,DB00295,0.236
DB00342,DB00295,0.187
DB00176,DB00295,0.208
DB01100,DB00295,0.373
DB00934,DB00295,0.157
DB00344,DB00295,0.231
DB00925,DB00295,0.272
DB00759,DB00675,0.476
DB00831,DB00675,0.3
DB00199,DB00675,0.207
DB00564,DB00675,0.218
DB00316,DB00675,0.239
DB00446,DB00675,0.173
DB00254,DB00675,0.544
DB01645,DB00675,0.709
DB04216,DB00675,0.29
DB00412,DB00675,0.261
DB00641,DB00675,0.214
DB00541,DB00675,0.539
DB00549,DB00675,0.324
DB00197,DB00675,0.267
DB00523,DB00675,0.788
DB00755,DB00675,0.788
DB00373,DB00675,0.327
DB00624,DB00675,0.704
DB00605,DB00675,0.456
DB00428,DB00675,0.279
DB00203,DB00675,0.236
DB00533,DB00675,0.156
DB00877,DB00675,0.516
DB00571,DB00675,0.156
DB03322,DB00675,0.156
DB00396,DB00675,0.931
DB00635,DB00675,0.564
DB00860,DB00675,0.523
DB01132,DB00675,0.307
DB01174,DB00675,0.262
DB01229,DB00675,0.841
DB00834,DB00675,0.757
DB00683,DB00675,0.154
DB00563,DB00675,0.793
DB00227,DB00675,0.264
DB01026,DB00675,0.683
DB01221,DB00675,0.27
DB00328,DB00675,0.314
DB01050,DB00675,0.328
DB00741,DB00675,0.371
DB00502,DB00675,0.233
DB01016,DB00675,0.194
DB00695,DB00675,0.151
DB00158,DB00675,0.347
DB00472,DB00675,0.295
DB00544,DB00675,0.877
DB00773,DB00675,0.573
DB00313,DB00675,0.361
DB00343,DB00675,0.17
DB00255,DB00675,0.991
DB00586,DB00675,0.204
DB00829,DB00675,0.178
DB00182,DB00675,0.255
DB00443,DB00675,0.455
DB01234,DB00675,0.455
DB00115,DB00675,0.223
DB01394,DB00675,0.318
DB00907,DB00675,0.308
DB00363,DB00675,0.394
DB00257,DB00675,0.15
DB00758,DB00675,0.323
DB00501,DB00675,0.235
DB00477,DB00675,0.327
DB00608,DB00675,0.348
DB00439,DB00675,0.352
DB00482,DB00675,0.475
DB00661,DB00675,0.491
DB00201,DB00675,0.305
DB00945,DB00675,0.39
DB00252,DB00675,0.211
DB00445,DB00675,0.883
DB00997,DB00675,0.883
DB00468,DB00675,0.333
DB00908,DB00675,0.333
DB00368,DB00675,0.259
DB00184,DB00675,0.937
DB01065,DB00675,0.299
DB00134,DB00675,0.403
DB00451,DB00675,0.327
DB00668,DB00675,0.296
DB00655,DB00675,0.694
DB00988,DB00675,0.429
DB00987,DB00675,0.21
DB00783,DB00675,0.967
DB00122,DB00675,0.242
DB01103,DB00675,0.27
DB00640,DB00675,0.262
DB03128,DB00675,0.255
DB00917,DB00675,0.274
DB01045,DB00675,0.191
DB01268,DB00675,0.453
DB01254,DB00675,0.396
DB00398,DB00675,0.474
DB00530,DB00675,0.537
DB00317,DB00675,0.731
DB00570,DB00675,0.601
DB00495,DB00675,0.27
DB00361,DB00675,0.613
DB00619,DB00675,0.577
DB01037,DB00675,0.322
DB00715,DB00675,0.295
DB01204,DB00675,0.475
DB00264,DB00675,0.152
DB00458,DB00675,0.224
DB01177,DB00675,0.17
DB01248,DB00675,0.778
DB00390,DB00675,0.156
DB00694,DB00675,0.397
DB01118,DB00675,0.442
DB01577,DB00675,0.326
DB04557,DB00675,0.209
DB00285,DB00675,0.355
DB01104,DB00675,0.174
DB00514,DB00675,0.26
DB00215,DB00675,0.178
DB01175,DB00675,0.178
DB01200,DB00675,0.421
DB00977,DB00675,0.44
DB00342,DB00675,0.152
DB00882,DB00675,0.919
DB01196,DB00675,0.455
DB00539,DB00675,0.957
DB00759,DB00199,0.942
DB01165,DB00199,0.852
DB00537,DB00199,0.891
DB01212,DB00199,0.786
DB01327,DB00199,0.605
DB00564,DB00199,0.506
DB00316,DB00199,0.299
DB00446,DB00199,0.94
DB00254,DB00199,0.789
DB00795,DB00199,0.15
DB00412,DB00199,0.19
DB00641,DB00199,0.274
DB00197,DB00199,0.343
DB00523,DB00199,0.318
DB00755,DB00199,0.318
DB01124,DB00199,0.205
DB00624,DB00199,0.381
DB00675,DB00199,0.207
DB00203,DB00199,0.19
DB00206,DB00199,0.275
DB00877,DB00199,0.321
DB00863,DB00199,0.394
DB00571,DB00199,0.212
DB03322,DB00199,0.212
DB00396,DB00199,0.42
DB00635,DB00199,0.394
DB00860,DB00199,0.48
DB00175,DB00199,0.208
DB01174,DB00199,0.57
DB01229,DB00199,0.306
DB00295,DB00199,0.154
DB00683,DB00199,0.573
DB01110,DB00199,0.207
DB01011,DB00199,0.405
DB00959,DB00199,0.381
DB00563,DB00199,0.299
DB00227,DB00199,0.321
DB00836,DB00199,0.168
DB01026,DB00199,0.62
DB01221,DB00199,0.151
DB00328,DB00199,0.15
DB00281,DB00199,0.217
DB01050,DB00199,0.393
DB00741,DB00199,0.407
DB00502,DB00199,0.155
DB01241,DB00199,0.271
DB00695,DB00199,0.167
DB00158,DB00199,0.301
DB00712,DB00199,0.24
DB00472,DB00199,0.332
DB00544,DB00199,0.212
DB00313,DB00199,0.171
DB01075,DB00199,0.172
DB00343,DB00199,0.423
DB00255,DB00199,0.18
DB00586,DB00199,0.291
DB00829,DB00199,0.209
DB00115,DB00199,0.154
DB01394,DB00199,0.218
DB00907,DB00199,0.174
DB00257,DB00199,0.209
DB00758,DB00199,0.154
DB00501,DB00199,0.446
DB00477,DB00199,0.178
DB00608,DB00199,0.274
DB00439,DB00199,0.259
DB00661,DB00199,0.63
DB00201,DB00199,0.23
DB00945,DB00199,0.261
DB01435,DB00199,0.164
DB00277,DB00199,0.38
DB00437,DB00199,0.153
DB00252,DB00199,0.414
DB00445,DB00199,0.334
DB00997,DB00199,0.334
DB00788,DB00199,0.322
DB00468,DB00199,0.575
DB00908,DB00199,0.575
DB00627,DB00199,0.172
DB00134,DB00199,0.288
DB00783,DB00199,0.216
DB00936,DB00199,0.226
DB00640,DB00199,0.262
DB03128,DB00199,0.155
DB00602,DB00199,0.174
DB01045,DB00199,0.907
DB01098,DB00199,0.241
DB01211,DB00199,0.934
DB00495,DB00199,0.294
DB00361,DB00199,0.325
DB00440,DB00199,0.762
DB00619,DB00199,0.233
DB00715,DB00199,0.173
DB01059,DB00199,0.669
DB01204,DB00199,0.164
DB00264,DB00199,0.151
DB00333,DB00199,0.209
DB00358,DB00199,0.151
DB01095,DB00199,0.262
DB01248,DB00199,0.312
DB00390,DB00199,0.408
DB00694,DB00199,0.256
DB00321,DB00199,0.156
DB01118,DB00199,0.299
DB00518,DB00199,0.176
DB00802,DB00199,0.251
DB01104,DB00199,0.155
DB01035,DB00199,0.161
DB03783,DB00199,0.158
DB01400,DB00199,0.195
DB00696,DB00199,0.177
DB01184,DB00199,0.451
DB00514,DB00199,0.29
DB00215,DB00199,0.17
DB01175,DB00199,0.17
DB00490,DB00199,0.257
DB00280,DB00199,0.213
DB00656,DB00199,0.26
DB01167,DB00199,0.464
DB00977,DB00199,0.161
DB00342,DB00199,0.63
DB00455,DB00199,0.207
DB00176,DB00199,0.151
DB01149,DB00199,0.179
DB00637,DB00199,0.298
DB00845,DB00199,0.193
DB00759,DB01165,0.765
DB00199,DB01165,0.852
DB00537,DB01165,0.967
DB01212,DB01165,0.878
DB01327,DB01165,0.689
DB00564,DB01165,0.259
DB00316,DB01165,0.209
DB00446,DB01165,0.733
DB00254,DB01165,0.732
DB00541,DB01165,0.151
DB00373,DB01165,0.188
DB01138,DB01165,0.297
DB00206,DB01165,0.274
DB00863,DB01165,0.258
DB00571,DB01165,0.152
DB03322,DB01165,0.152
DB01032,DB01165,0.489
DB00635,DB01165,0.41
DB00860,DB01165,0.597
DB01110,DB01165,0.351
DB00959,DB01165,0.495
DB00563,DB01165,0.208
DB01009,DB01165,0.172
DB01026,DB01165,0.39
DB01221,DB01165,0.152
DB00281,DB01165,0.23
DB01050,DB01165,0.27
DB01241,DB01165,0.352
DB00695,DB01165,0.208
DB00158,DB01165,0.208
DB00712,DB01165,0.152
DB00472,DB01165,0.373
DB00773,DB01165,0.201
DB00586,DB01165,0.343
DB00829,DB01165,0.152
DB00443,DB01165,0.178
DB01234,DB01165,0.178
DB00257,DB01165,0.353
DB00501,DB01165,0.556
DB00477,DB01165,0.151
DB00608,DB01165,0.188
DB00661,DB01165,0.171
DB00201,DB01165,0.208
DB00945,DB01165,0.2
DB00277,DB01165,0.33
DB00437,DB01165,0.177
DB00252,DB01165,0.197
DB00445,DB01165,0.291
DB00997,DB01165,0.291
DB00788,DB01165,0.178
DB00468,DB01165,0.374
DB00908,DB01165,0.374
DB01045,DB01165,0.915
DB01388,DB01165,0.48
DB01211,DB01165,0.881
DB00495,DB01165,0.32
DB00440,DB01165,0.782
DB00811,DB01165,0.15
DB00715,DB01165,0.343
DB01059,DB01165,0.958
DB01204,DB01165,0.201
DB00264,DB01165,0.172
DB00333,DB01165,0.265
DB01177,DB01165,0.201
DB00390,DB01165,0.154
DB00694,DB01165,0.201
DB00921,DB01165,0.166
DB01118,DB01165,0.538
DB01035,DB01165,0.352
DB01167,DB01165,0.537
DB00176,DB01165,0.48
DB00845,DB01165,0.656
DB00759,DB00523,0.675
DB00199,DB00523,0.318
DB00316,DB00523,0.172
DB00254,DB00523,0.463
DB00554,DB00523,0.406
DB01645,DB00523,0.436
DB04216,DB00523,0.3
DB00412,DB00523,0.609
DB00641,DB00523,0.194
DB01393,DB00523,0.23
DB00541,DB00523,0.38
DB00197,DB00523,0.6
DB00624,DB00523,0.541
DB00675,DB00523,0.788
DB00605,DB00523,0.365
DB00428,DB00523,0.437
DB00421,DB00523,0.192
DB00206,DB00523,0.259
DB00877,DB00523,0.543
DB00396,DB00523,0.632
DB01032,DB00523,0.274
DB00635,DB00523,0.382
DB00860,DB00523,0.444
DB01132,DB00523,0.484
DB01174,DB00523,0.37
DB01229,DB00523,0.572
DB01092,DB00523,0.167
DB00295,DB00523,0.357
DB00834,DB00523,0.349
DB00959,DB00523,0.197
DB00563,DB00523,0.575
DB00227,DB00523,0.311
DB00678,DB00523,0.189
DB01026,DB00523,0.55
DB01221,DB00523,0.292
DB00328,DB00523,0.591
DB00281,DB00523,0.266
DB01050,DB00523,0.274
DB00741,DB00523,0.472
DB01241,DB00523,0.23
DB00695,DB00523,0.303
DB00158,DB00523,0.512
DB00544,DB00523,0.518
DB00773,DB00523,0.714
DB00313,DB00523,0.622
DB00255,DB00523,0.818
DB00586,DB00523,0.259
DB00829,DB00523,0.212
DB00182,DB00523,0.208
DB00470,DB00523,0.163
DB00115,DB00523,0.213
DB01394,DB00523,0.281
DB00907,DB00523,0.434
DB00608,DB00523,0.306
DB00439,DB00523,0.294
DB00482,DB00523,0.504
DB00661,DB00523,0.29
DB00201,DB00523,0.258
DB00945,DB00523,0.396
DB00277,DB00523,0.31
DB00437,DB00523,0.172
DB00252,DB00523,0.314
DB00445,DB00523,0.681
DB00997,DB00523,0.681
DB00468,DB00523,0.174
DB00908,DB00523,0.174
DB00368,DB00523,0.296
DB00184,DB00523,0.23
DB00627,DB00523,0.176
DB01065,DB00523,0.525
DB00134,DB00523,0.56
DB00451,DB00523,0.462
DB00668,DB00523,0.382
DB01235,DB00523,0.217
DB00655,DB00523,0.269
DB00988,DB00523,0.525
DB00987,DB00523,0.579
DB00783,DB00523,0.672
DB00936,DB00523,0.694
DB00122,DB00523,0.38
DB00640,DB00523,0.452
DB03128,DB00523,0.274
DB00917,DB00523,0.558
DB01045,DB00523,0.22
DB01268,DB00523,0.272
DB01254,DB00523,0.218
DB00398,DB00523,0.271
DB00530,DB00523,0.273
DB00317,DB00523,0.283
DB00570,DB00523,0.31
DB00495,DB00523,0.232
DB00361,DB00523,0.154
DB01586,DB00523,0.3
DB00619,DB00523,0.638
DB00811,DB00523,0.208
DB01204,DB00523,0.453
DB01177,DB00523,0.722
DB01095,DB00523,0.151
DB01248,DB00523,0.438
DB00694,DB00523,0.622
DB00276,DB00523,0.17
DB00242,DB00523,0.155
DB04557,DB00523,0.542
DB01097,DB00523,0.194
DB01167,DB00523,0.194
DB00332,DB00523,0.191
DB01196,DB00523,0.166
DB00845,DB00523,0.171
DB00759,DB00755,0.675
DB00199,DB00755,0.318
DB00316,DB00755,0.172
DB00254,DB00755,0.463
DB00554,DB00755,0.406
DB01645,DB00755,0.436
DB04216,DB00755,0.3
DB00412,DB00755,0.609
DB00641,DB00755,0.194
DB01393,DB00755,0.23
DB00541,DB00755,0.38
DB00197,DB00755,0.6
DB00624,DB00755,0.541
DB00675,DB00755,0.788
DB00605,DB00755,0.365
DB00428,DB00755,0.437
DB00421,DB00755,0.192
DB00206,DB00755,0.259
DB00877,DB00755,0.543
DB00396,DB00755,0.632
DB01032,DB00755,0.274
DB00635,DB00755,0.382
DB00860,DB00755,0.444
DB01132,DB00755,0.484
DB01174,DB00755,0.37
DB01229,DB00755,0.572
DB01092,DB00755,0.167
DB00295,DB00755,0.357
DB00834,DB00755,0.349
DB00959,DB00755,0.197
DB00563,DB00755,0.575
DB00227,DB00755,0.311
DB00678,DB00755,0.189
DB01026,DB00755,0.55
DB01221,DB00755,0.292
DB00328,DB00755,0.591
DB00281,DB00755,0.266
DB01050,DB00755,0.274
DB00741,DB00755,0.472
DB01241,DB00755,0.23
DB00695,DB00755,0.303
DB00158,DB00755,0.512
DB00544,DB00755,0.518
DB00773,DB00755,0.714
DB00313,DB00755,0.622
DB00255,DB00755,0.818
DB00586,DB00755,0.259
DB00829,DB00755,0.212
DB00182,DB00755,0.208
DB00470,DB00755,0.163
DB00115,DB00755,0.213
DB01394,DB00755,0.281
DB00907,DB00755,0.434
DB00608,DB00755,0.306
DB00439,DB00755,0.294
DB00482,DB00755,0.504
DB00661,DB00755,0.29
DB00201,DB00755,0.258
DB00945,DB00755,0.396
DB00277,DB00755,0.31
DB00437,DB00755,0.172
DB00252,DB00755,0.314
DB00445,DB00755,0.681
DB00997,DB00755,0.681
